ruc,razon_social,tipo_contribuyente,profesion_oficio,nombre_comercial,condicion_contribuyente,estado_contribuyente,fecha_inscripcion,fecha_inicio_actividades,departamento,provincia,distrito,direccion,telefono,fax,actividad_comercio_exterior,ciiu_principal,ciiu_secundario_1,ciiu_secundario_2,afecto_nuevo_rus,buen_contribuyente,agente_retencion,agente_percepcion_venta_interna,agente_percepcion_combustible,fecha_consulta
20526888686,CENTRAL DE COMUNIDADES CAMPESINAS DE RANRACANCHA,ASOCIACION,,,HABIDO,SUSPENSION TEMPORAL,2001-01-17,2001-02-01,APURIMAC,CHINCHEROS,RANRACANCHA,NRO. S/N C.CAMPESINA RANRACANCHA (A 3CDAS. PLAZA ARMAS RANRACANCHA),,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,ELAB. DE PRODUCTOS DE MOLINERIA.,,NO,,,,,2026-09-19T21:49:12.014Z
20527491232,RECOLECTORES ORGANICOS DE LA NUEZ AMAZONICA DEL PERU,ASOCIACION,,,HABIDO,ACTIVO,2018-01-24,2018-01-24,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,JR. BILLINGHURST NRO. 431 RES. S/N (FRENTE A LA ANTENA TV PERU),,,EXPORTADOR,CULTIVO DE HORTALIZAS Y LEGUMBRES.,,,NO,,,,,2026-09-19T21:44:11.515Z
20527492638,COMUNIDAD NATIVA SHIPETIARI,"COMUNIDAD CAMPESINA, NATIVA",,,HABIDO,ACTIVO,2005-05-04,2005-05-04,MADRE DE DIOS,MANU,MANU,RIO MADRE DE DIOS NRO. S/N DPTO. S/N COM. NATIVA SHIPETIARI (A 4 HORAS POR RIOS DESDE SHINTUYA),,,SIN ACTIVIDAD,CULTIVO DE HORTALIZAS Y LEGUMBRES.,"HOTELES, CAMPAMENTOS Y OTROS.",ACTIVIDADES INMOBILIARIAS,NO,,,,,2026-09-19T21:40:58.666Z
20527504741,ASOCIACION DE AGRICULTORES DE QQUEROHUASI,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2019-01-22,2019-01-22,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,NRO. S/N A.V. QUEROHUASI (1 CDRA.S.COMUNAL C1P F. IRHUAY),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",,,NO,,,,,2026-09-19T21:49:13.930Z
20527565376,COOPERATIVA AGRARIA CAFETALERA VALLE DE INCAHUASI,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2005-10-04,2005-10-04,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,AV. SAN ANTONIO NRO. 418 (MEDIA CDRA ANTES DE PRONAA),,,IMPORTADOR/EXPORTADOR,CULTIVO DE FRUTAS.,TRANSPORTE  DE CARGA POR CARRETERA.,,NO,,"SI, incorporado al Régimen de Agentes de Retención de IGV (R.S.229-2024) a partir del 01/01/2025",,,2026-09-19T21:42:35.997Z
20527622434,ASOCIACION DE PRODUCTORES LACTEOS DE CUATRO LAGUNAS POMACANCHI,ASOCIACION,,,HABIDO,ACTIVO,2006-02-08,2006-02-08,CUSCO,ACOMAYO,POMACANCHI,"CAL. GARCILASO NRO. SN (CERCA ALA PLAZA, PLANTA DE QUESOS)",,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,,,NO,,,,,2026-09-19T21:40:58.666Z
20527644675,ASOCIACION DE PALMICULTORES SAN JUAN,ASOCIACION,,,HABIDO,ACTIVO,2012-06-16,2012-07-01,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,AV. FITZCARRALD NRO. 1048,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,OTRAS ACTIVIDADES EMPRESARIALES NCP.,"ELAB. FRUTAS, LEG. Y HORTALIZAS.",NO,,,,,2026-09-19T21:35:37.435Z
20527890285,ASOCIACION DE FRUTICULTORES DEL VALLE PAMPAS- AFRUVAP,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2017-10-27,2017-10-27,APURIMAC,CHINCHEROS,CHINCHEROS,NRO. SN C.P. CALLEBAMBA (C1P NOBLE PRTAR POR  FAM QUISPE URRUTIA),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,,,NO,,,,,2026-09-19T21:49:12.014Z
20528270434,ASOCIACION DE PRODUCTORES DE CAMU CAMU DE LAS CUENCAS AMAZONAS NAPO Y TIGRE,ASOCIACION,,,NO HABIDO,BAJA DE OFICIO,2018-12-07,2018-12-07,LORETO,MAYNAS,PUNCHANA,CAL. COLON MZA. L LOTE. 27 A.H. SIMON BOLIVAR (ENTRE PSJ 11 DE SETIEMBRE Y PSJ COLON),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",ACTIVIDADES OTRAS ASOCIACIONES NCP.,,NO,,,,,2026-09-19T21:49:12.014Z
20528396535,ASOCIACION DE PRODUCTORES Y MANEJO DE AGUAJE,ASOCIACION,,,HABIDO,ACTIVO,2022-02-28,2022-02-28,LORETO,DATEM DEL MARAÑON,PASTAZA,NRO. S/N C.C. NATIVA PUERTO INDUSTRIAL (COSTADO DEL COLEGIO CESAR VALLEJO),,,SIN ACTIVIDAD,SILVICULTURA Y EXT. DE MADERA.,ELAB. DE ACEITE Y GRASAS.,,NO,,,,,2026-09-19T21:40:58.666Z
20528996214,COOPERATIVA AGRARIA CAFETALERA MILAGROS - MONZON,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2014-01-02,2014-01-02,HUANUCO,HUAMALIES,MONZON,JR. CENTENARIO NRO. S/N MONZON (FRENTE AL PARADERO DE AUTOS),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,"VTA.  MIN. ALIMENTOS, BEBIDAS, TABACO.",,NO,,,,,2026-09-19T21:42:35.997Z
20529088176,"PRODUCTORES ASOCIADOS DE PAPA AMARILLA TUMBAY ""PAPATY""",ASOCIACION,,PAPATY,HABIDO,ACTIVO,2012-01-16,2012-01-16,HUANUCO,AMBO,TOMAY KICHWA,CAL. HUALLAGA NRO. 1596 OTR. LAS PAMPAS (3 CDRAS ANTES D LLEGAR A IGLESIA HERMITA),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,ELAB DE OTROS PROD. ALIMENTICIOS.,OTRAS ACTIVIDADES DE TRANSPORTES.,NO,,,,,2026-09-19T21:44:11.515Z
20529095971,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVA ALTERNATIVA PRODUCTIVA Y PROTECCION AMBIENTAL,ASOCIACION,,APRONAPPA,HABIDO,ACTIVO,2010-09-22,2010-09-22,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,CAR. BARRIO PACHAMPAGNA NRO. S/N CAS. 12 DE OCTUBRE (NRO MEDIDOR 00000060795065-ELECTRON),,,SIN ACTIVIDAD,VTA. MAY. DE OTROS PRODUCTOS.,VTA. MIN. EN PUESTOS DE VENTA.,,NO,,,,,2026-09-19T21:38:03.020Z
20529126523,ASOCIACION DE PRODUCTORES AGROPECUARIOS PARAISO DE HORTENSIAS,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2023-11-29,2023-11-29,HUANUCO,HUANUCO,CHINCHAO,BQ TULLCA NRO. 065 INT. A CPME. TULLCA (KM 42 CARRET. HCO A TINGO MARIA),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,,,NO,,,,,2026-09-19T21:49:13.930Z
20529538988,COOPERATIVA DE SERVICIOS ESPECIALES REDES DE PRODUCTORES DE CUYES DEL CRISNEJAS,"COOPERATIVAS, SAIS, CAPS",,COOPREDESCUY,HABIDO,ACTIVO,2015-04-23,2015-04-01,CAJAMARCA,CAJABAMBA,CONDEBAMBA,MZA. C LOTE. 42 CAS. CHAQUICOCHA,,,SIN ACTIVIDAD,PRODUC. CARNE Y PROD. CARNICOS.,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,CRIA DE ANIMALES DOMESTICOS.,NO,,,,,2026-09-19T21:44:11.515Z
20529801433,OPA MARAY-ULLMA SAN LORENZO,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2017-06-27,2017-06-27,PIURA,HUANCABAMBA,LALAQUIZ,NRO. S/N C.P. MARAY SAN LORENZO,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:12.014Z
20529822350,OPA PAPAYO - LA LAGUNA,ASOCIACION,,,NO HABIDO,BAJA DE OFICIO,2016-11-22,2016-11-22,PIURA,HUANCABAMBA,LALAQUIZ,NRO. S/N CAS. LA LAGUNA,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:13.930Z
20531405723,COOPERATIVA DE SERVICIOS MULTIPLES ADISA NARANJOS,"COOPERATIVAS, SAIS, CAPS",,ADISA,HABIDO,ACTIVO,2003-05-16,2003-05-16,SAN MARTIN,RIOJA,PARDO MIGUEL,CAR. FERNANDO BELAUNDE TERRY KM. 419,,,IMPORTADOR/EXPORTADOR,CULTIVOS DE CEREALES.,TRANSPORTE  DE CARGA POR CARRETERA.,,NO,,,,,2026-09-19T21:44:11.515Z
20531441797,COOPERATIVA AGRARIA ALLIMA CACAO LTDA.,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2003-12-01,2004-01-01,SAN MARTIN,SAN MARTIN,CHAZUTA,PJ. JOSE OLAYA NRO. S/N C.P. BANDA DE CHAZUTA,,,IMPORTADOR/EXPORTADOR,CULTIVO DE FRUTAS.,"ELAB. CACAO, CHOCOLATE Y CONFIT.","RESTAURANTES, BARES Y CANTINAS.",NO,,,,,2026-09-19T21:42:35.997Z
20532561397,COMUNIDAD CAMPESINA SAN LORENZO DE CHOJATA,"COMUNIDAD CAMPESINA, NATIVA",,,HABIDO,ACTIVO,2010-08-03,2010-08-03,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,CIVICO  DE CHOJATA NRO. S/N 2DA  PLANTA CENTRO (PLAZA DE ARMAS DE CHOJATA),,,SIN ACTIVIDAD,ACTIV. ADMINIST. PUBLICA EN GENERAL,,,NO,,,,,2026-09-19T21:40:58.666Z
20532737932,COMUNIDAD CAMPESINA DE ARUNTAYA,"COMUNIDAD CAMPESINA, NATIVA",,,HABIDO,ACTIVO,2011-07-13,2011-08-01,MOQUEGUA,MARISCAL NIETO,CARUMAS,CAL. SN KM. 12 C.C. ARUNTAYA SAN CRISTOBAL,,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,,NO,,,,,2026-09-19T21:40:58.666Z
20532800561,ASOCIACION DE FRUTICULTORES Y AGROINDUSTRIALES DEL VALLE CINTO LOCUMBA,ASOCIACION,,,NO HABIDO,BAJA DE OFICIO,2020-06-03,2020-06-01,TACNA,JORGE BASADRE,LOCUMBA,PARCELA NRO. 38E VALLE CINTO,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:12.014Z
20532978204,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES CORAGUAYA,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2024-10-30,2024-10-30,TACNA,JORGE BASADRE,ILABAYA,OTR. DIST. CAMILACA MZA. H LOTE. 02 ANX. CORAGUAYA,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:12.014Z
20533006346,ASOCIACION DE PRODUCTORES DE OREGANO MURALLA,ASOCIACION,,APOM,NO HABIDO,BAJA DE OFICIO,2012-11-29,2013-01-09,TACNA,CANDARAVE,HUANUARA,CAL. SELVA ALEGRE NRO. SN (FRENTE A LA COMISION DE REGANTES),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:12.014Z
20533263233,ASOCIACION EMPRENDEDOR DE LOS ANDES,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2019-12-02,2019-12-02,TACNA,TARATA,ESTIQUE,CAL. BOLOGNESI NRO. S/N ESTIQUE PUEBLO (COSTADO ALBERGUE MUNICIPAL),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:12.014Z
20533718176,ASOCIACION PRODUCTORES AGROPECUARIOS SANTA ROSA DE KIMAN AYLLU,ASOCIACION,,,HABIDO,ACTIVO,2021-05-17,2021-05-17,ANCASH,HUAYLAS,YURACMARCA,COMUNIDAD KIMAN AYLLU NRO. SN CAS. SANTA ROSA (FRENTE LOZA DEPORTIVA-CASA CELESTE),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,,,NO,,,,,2026-09-19T21:49:13.930Z
20534142146,ASOCIACION DE PRODUCTORES Y COMERCIANTES DE TARA DE PUCHKA,ASOCIACION,,,NO HABIDO,BAJA DE OFICIO,2008-05-07,2008-05-07,ANCASH,HUARAZ,HUARAZ,PJ. OCTAVIO HINOSTROZA NRO. 408,,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,NO,,,,,2026-09-19T21:49:13.930Z
20534200952,ASOCIACION DE GANADEROS Y PRODUCTORES LACTEOS MUSUQ ALLPACHAKA,ASOCIACION,,,HABIDO,ACTIVO,2025-05-12,2025-05-12,AYACUCHO,HUAMANGA,CHIARA,NRO. SN C.P. ALLPACHACA (FRENTE COLEGIO EFRAIN MOROTE),,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,,,NO,,,,,2026-09-19T21:35:37.435Z
20534487801,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES EMPRENDEDORES DE PUYUSCA - INCUYO,ASOCIACION,,,HABIDO,ACTIVO,2012-02-02,2012-02-02,AYACUCHO,PARINACOCHAS,PUYUSCA,JR. SAN ANTONIO NRO. S/N,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:38:03.020Z
20534524774,COOPERATIVA AGRARIA TROPICAL ECOLOGICA DE KIMBIRI,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2012-03-13,2012-07-11,CUSCO,LA CONVENCION,KIMBIRI,AV. AEROPUERTO NRO. 312 (FT D MUNICIPIO C1P RUSTICA CEL966557718),,,SIN ACTIVIDAD,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,,NO,,,,,2026-09-19T21:44:11.515Z
20534560223,ASOCIACION DE PRODUCTORES AGROPECUARIOS TECNIFICADOS Y MULTISERVICIOS ARIZONA - APROATECMA,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2016-10-20,2016-10-20,AYACUCHO,HUAMANGA,VINCHOS,NRO. S/N C.P. ARIZONA (PLAZA PRINCIPAL DE ARIZONA),,,SIN ACTIVIDAD,CRIA DE ANIMALES DOMESTICOS.,CULTIVO DE HORTALIZAS Y LEGUMBRES.,,NO,,,,,2026-09-19T21:49:12.014Z
20534598620,ASOCIACION DE PRODUCTORES AGROPECUARIOS ORGANICOS DE OMAYA,ASOCIACION,,,NO HABIDO,BAJA DE OFICIO,2024-02-26,2024-02-26,CUSCO,LA CONVENCION,PICHARI,AV. QUILLABAMBA MZA. I LOTE. 7 (A UNA CDRA DE LA POSTA DE SALUD),,,SIN ACTIVIDAD,EXPLOTACION MIXTA.,,,NO,,,,,2026-09-19T21:49:13.930Z
20534847352,COOPERATIVA AGRARIA DE PRODUCTORES ORGANICOS DE LA SIERRA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,SUSPENSION TEMPORAL,2013-02-20,2013-02-20,AYACUCHO,HUAMANGA,AYACUCHO,AV. HIDALGO MZA. J LOTE. 16 B ASC. ASOCIACION BASILIO AUQUI (MERCADO NERY GARCIA ZARATE),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,,,NO,,,,,2026-09-19T21:49:13.930Z
20535132047,COMUNIDAD INDIGENA DE CCARHUANCHO,"COMUNIDAD CAMPESINA, NATIVA",,,HABIDO,ACTIVO,2014-05-07,2014-05-07,HUANCAVELICA,HUAYTARA,PILPICHACA,PLAZA PRINCIPAL NRO. S/N COMUNIDAD DE CCARHUANCHO (FRENTE IGLESIA - LOCAL DE PIEDRA TALLADA),,,SIN ACTIVIDAD,"SERVICIOS AGRICOLAS, GANADERAS.",,,NO,,,,,2026-09-19T21:40:58.666Z
20539205600,ASOCIACION DE PRODUCTORES Y EXPORTADORES DE CAFE RODRIGUEZ DE MENDOZA,ASOCIACION,,APROEXPORT,HABIDO,ACTIVO,2013-07-22,2013-07-01,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,SECTOR NUEVO CHIRIMOTO NRO. 0 CAS. LA UNION (CASA COMUNAL LOS PORTALES),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,ELAB DE OTROS PROD. ALIMENTICIOS.,,NO,,,,,2026-09-19T21:40:58.666Z
20539241665,ASOCIACION DE PRODUCTORES DE CAFES ORGANICOS Y CAFES ESPECIALES DE AMAZONAS,ASOCIACION,,APROCOYCE AMAZONAS,HABIDO,ACTIVO,2013-09-04,2013-09-01,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,JR. BRAULIO CAMPO REDONDO NRO. 412 BAR. ONCHIC,,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,"SERVICIOS AGRICOLAS, GANADERAS.",TRANSPORTE  DE CARGA POR CARRETERA.,NO,"SI, incorporado al Régimen de Buenos Contribuyentes (Resolución N° 1810050000435) a partir del 01/02/2022","SI, incorporado al Régimen de Agentes de Retención de IGV (R.S.229-2024) a partir del 01/01/2025",,,2026-09-19T21:40:58.666Z
20539280644,ASOCIACION DE PEQUEÑOS AGRICULTORES PARA LA PRODUCCION ECOLOGICA SAN MATEO DE PENACHI,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2019-05-31,2019-06-01,LAMBAYEQUE,CHICLAYO,CHICLAYO,CAL. TORRES PAZ NRO. 338,,,SIN ACTIVIDAD,ACTIV.ORGANIZACIONES EMPRESARIALES,,,NO,,,,,2026-09-19T21:49:12.014Z
20539422881,COOPERATIVA DE SERVICIOS ESPECIALES ALPAQUEROS LOS WATAY PONCHOS DE CAYLLOMA - COSECAY,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,SUSPENSION TEMPORAL,2012-05-03,2012-08-14,AREQUIPA,CAYLLOMA,CAYLLOMA,PZA. ZELA NRO. 202 (DENTRO DE LA MUNICIPALIDAD),,,SIN ACTIVIDAD,TRANSPORTE  DE CARGA POR CARRETERA.,VTA. MAY. OTROS PRODUCTOS INTERMEDIOS.,ALQUILER EQUIPO TRANSPORTE V. TERRES.,NO,,,,,2026-09-19T21:49:13.930Z
20539619595,ASOCIACION DE PRODUCTORES AGROPECUARIOS CORPAM,ASOCIACION,,,HABIDO,BAJA PROV. POR OFICIO,2017-09-15,2017-09-15,AREQUIPA,CASTILLA,PAMPACOLCA,CAL. AYACUCHO NRO. S/N PAMPACOLCA (CUADRA NUEVE),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:13.930Z
20539644603,ASOCIACION DE PRODUCTORES PARA LA AGROEXPORTACION DE PUQUINA,ASOCIACION,,,HABIDO,BAJA PROV. POR OFICIO,2016-02-19,2016-02-19,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,MZA. D3 LOTE. 11 URB. BELLAVISTA - SECTOR 3,,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:49:13.930Z
20541732706,SERVICIO PARA EL DESARROLLO INTEGRAL RURAL,ASOCIACION,,SEDIR,HABIDO,ACTIVO,2012-09-07,2012-09-01,ANCASH,SANTA,MORO,OTR. PARCELA NRO. 291 OTR. BELLAVISTA SECTOR CUSHIPA (CARRETERA A MORO PASANDO GRIFO LOVI),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,CULTIVO DE FRUTAS.,CRIA DE ANIMALES DOMESTICOS.,NO,,,,,2026-09-19T21:44:11.515Z
20542209951,COOPERATIVA AGRARIA VALLE GRANDE,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2012-08-17,2012-08-17,SAN MARTIN,MOYOBAMBA,SORITOR,JR. HIPOLITO RANGEL NRO. 732 (A UNA CUADRA DE PLAZA ARMAS),,,EXPORTADOR,"VTA.  MIN. ALIMENTOS, BEBIDAS, TABACO.",OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,EXPLOTACION MIXTA.,NO,,,,,2026-09-19T21:44:11.515Z
20542242222,COOPERATIVA AGROINDUSTRIAL DE CITRICULTORES - JUANJUI LTDA.,"COOPERATIVAS, SAIS, CAPS",,CITRUS JUANJUI,HABIDO,ACTIVO,2012-10-29,2012-12-01,SAN MARTIN,MARISCAL CACERES,JUANJUI,JR. LETICIA NRO. 101 (A ESPALDAS DEL MINSA),,,SIN ACTIVIDAD,CULTIVO DE FRUTAS.,,,NO,,,,,2026-09-19T21:44:11.515Z
20542251990,ASOCIACION DE MUJERES EMPRENDEDORAS DE NUEVO PROGRESO,ASOCIACION,,,HABIDO,ACTIVO,2012-11-19,2012-11-19,SAN MARTIN,TOCACHE,NUEVO PROGRESO,CAR. FERNANDO BELAUNDE TERRY MZA. 584 CAS. TIPISHCA,,,SIN ACTIVIDAD,"ELAB. CACAO, CHOCOLATE Y CONFIT.",AGENCIAS DE VIAJES Y GUIAS TURISTIC.,,NO,,,,,2026-09-19T21:35:37.435Z
20542257416,EMPRESA INDUSTRIAL ORO VERDE SOCIEDAD ANONIMA CERRADA,SOCIEDAD ANONIMA CERRADA,,EINDOV S.A.C.,HABIDO,ACTIVO,2012-12-01,2012-12-03,SAN MARTIN,LAMAS,LAMAS,JR. TOBIAS NORIEGA NRO. 243,,,IMPORTADOR/EXPORTADOR,"VTA. MAY. ALIMENTOS, BEBIDAS Y TABACO.","RESTAURANTES, BARES Y CANTINAS.",,NO,,"NO, Excluido del Régimen de Agentes de Retención de IGV a partir del 01/02/2026",,,2026-09-19T21:44:11.515Z
20542264544,COOPERATIVA AGRARIA VALLE DEL BIAVO LTDA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2012-12-18,2013-12-18,SAN MARTIN,BELLAVISTA,BELLAVISTA,JR. SAN PABLO NRO. 966 OTR. CUARTO PISO,,,EXPORTADOR,CULTIVOS DE CEREALES.,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,,NO,,,,,2026-09-19T21:44:11.515Z
20542289024,CUENCAS DEL HUALLAGA ASOCIACION DE PRODUCTORES AGROPECUARIOS,ASOCIACION,,CUENCAS DEL HUALLAGA,HABIDO,ACTIVO,2013-02-14,2013-02-14,SAN MARTIN,MARISCAL CACERES,JUANJUI,CAR. FERNANDO BELAUNDE TERRY KM. SN C.P. LA VICTORIA (SECTOR NARANJAL A 10 MINUTOS DEL CENTRO),,,EXPORTADOR,VTA.  MAY. DE MATERIAS PRIMAS AGROPEC.,TRANSPORTE  DE CARGA POR CARRETERA.,EXPLOTACION MIXTA.,NO,,"NO, Excluido del Régimen de Agentes de Retención de IGV a partir del 01/02/2026",,,2026-09-19T21:44:11.515Z
20542299330,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SHUCUSHYACU FLOR DE CACAO,ASOCIACION,,,HABIDO,ACTIVO,2026-03-26,2026-03-26,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,CAL. SARGENTO LORES MZA. L LOTE. 08 (A LA ALTURA DE LA PLAZA DE ARMAS SN),,,SIN ACTIVIDAD,ACTIVIDADES OTRAS ASOCIACIONES NCP.,,,NO,,,,,2026-09-19T21:38:03.020Z
20542311569,COOPERATIVA AGRARIA ACHUAR SHAKAIM LTDA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,ACTIVO,2013-04-09,2013-06-01,LORETO,DATEM DEL MARAÑON,BARRANCA,CAL. OLEODUCTO NRO. 101 OTR. COOPERATIVA (AEROPUERTO),,,SIN ACTIVIDAD,CULTIVO DE HORTALIZAS Y LEGUMBRES.,ELAB. DE ACEITE Y GRASAS.,,NO,,,,,2026-09-19T21:40:58.666Z
20542380455,COOPERATIVA AGRARIA ECOFOREST,"COOPERATIVAS, SAIS, CAPS",,ECOFOREST,HABIDO,ACTIVO,2013-09-12,2013-09-01,CAJAMARCA,JAEN,JAEN,CAL. RIO CUNIA NRO. 310 URB. EL PARAISO (ESQUINA CON CALLE LOS ARCANGELES),,,EXPORTADOR,CULTIVO DE FRUTAS.,,,NO,,"SI, incorporado al Régimen de Agentes de Retención de IGV (R.S.229-2024) a partir del 01/01/2025",,,2026-09-19T21:42:35.997Z
20542482886,COOPERATIVA AGROINDUSTRIAL APCCA,"COOPERATIVAS, SAIS, CAPS",,,HABIDO,SUSPENSION TEMPORAL,2015-01-14,2015-03-01,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,CAPITAL PACAE NRO. S/N SEC. CATARATA (A 400 MTRS. DEL PUENTE PACAE - DERECHA),,,SIN ACTIVIDAD,CULTIVOS DE CEREALES.,"SERVICIOS AGRICOLAS, GANADERAS.",,NO,,,,,2026-09-19T21:49:12.014Z
20542594251,ASOCIACION DE PRODUCTORES SIERRA MORENA DE SANTA ANA DE PUCUNAN - HERMANOS SANCHEZ C.,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2015-07-13,2015-09-01,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,NRO. S/N CAS. SANTA ANA DE PUCUNAN (A LA DERECHA DE LA IGLESIA DEL CASERIO D),,,SIN ACTIVIDAD,ELAB DE OTROS PROD. ALIMENTICIOS.,MEZCLA DE BEBIDAS ALCOHOLICAS.,,NO,,,,,2026-09-19T21:49:12.014Z
20542617480,BIOINDUSTRIAS LACTEAS ESTRELLITA & BELEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,EMPRESA INDIVIDUAL DE RESP. LTDA,,,HABIDO,BAJA DE OFICIO,2020-02-19,2020-08-01,PUNO,LAMPA,CALAPUJA,COM. CARACARA MZA. A LOTE. 20 SEC. LAVADERO (A 1K DEL PRONOI SECTOR LAVADERO),,,SIN ACTIVIDAD,ELAB DE PRODUCTOS LACTEOS.,,,NO,,,,,2026-09-19T21:49:12.014Z
20542813742,ASOCIACION COMUNIDAD AGRARIA ARCA PACAHUARA,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2019-12-12,2020-01-01,MADRE DE DIOS,TAHUAMANU,IBERIA,NRO. -- COM. ARCA PACAHUARA (FRENTE A PLAZA-CASA AZUL),,,IMPORTADOR/EXPORTADOR,EXPLOTACION MIXTA.,,,NO,,,,,2026-09-19T21:49:12.014Z
20542817225,ASOCIACION DE CASTAÑEROS DE ALEGRIA - ASCA,ASOCIACION,,,HABIDO,BAJA DE OFICIO,2023-04-19,2023-04-19,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,CAL. CORONEL GONZALES NRO. SN ALEGRIA (1CDRA ENTRADA DE COLEGIO RAUL VARGAS),,,SIN ACTIVIDAD,"ELAB. FRUTAS, LEG. Y HORTALIZAS.",,,NO,,,,,2026-09-19T21:49:13.930Z
